year,region,source_income,soc_eco_class,value,unit,source
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,67626.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,13650.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,20550.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,26015.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,23141.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,19710.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,35980.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,27049.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,26206.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,20538.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,41746.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,61694.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,15262.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,18177.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,26296.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,23158.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,25152.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,36749.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,17255.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,27575.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,0.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,40284.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,64493.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,19272.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,17260.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,26766.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,24752.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,26694.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,33007.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,35590.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,24855.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,33779.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,56440.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,14585.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,18472.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,27646.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,24055.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,20783.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,32173.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,40962.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,20878.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,0.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,43479.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,60919.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,12343.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,14317.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,22095.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,17940.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,6716.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,34465.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,27143.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,29571.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,15490.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,43896.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,63859.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,13257.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,19795.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,25187.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,22731.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,2103.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,31931.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,24692.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,25005.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,20538.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,40207.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,58052.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,14640.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,17365.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,25104.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,22654.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3468.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,32076.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,14678.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,26591.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,0.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,39142.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,59955.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,18645.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,16726.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,25841.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,24200.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3384.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,29439.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,35181.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,24079.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,32763.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,53223.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,14274.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,17859.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,26446.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,23593.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,3100.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (เงินได้รับเป็นการช่วยเหลือ),รวม,2955.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กรุงเทพ นนทบุรี ปทุมธานี และสมุทรปราการ,รายได้ประจำที่เป็นตัวเงิน (เงินได้รับเป็นการช่วยเหลือ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,272.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
