year,region,type_expenditur,soc_eco_class,value,unit,source
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,74.39,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,2973.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,2392.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,2141.80,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3139.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,3202.15,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2318.47,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2689.34,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,427.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),เสมียนพนักงาน พนักงานขายและให้บริการ,501.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,475.79,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานเกษตร,253.32,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,260.20,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,1176.91,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานในกระบวนการผลิต,345.91,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,375.89,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานทั่วไป,204.96,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4079.89,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,2655.83,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,2745.29,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,1874.82,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4884.28,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,2994.61,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,2834.80,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,2445.26,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4647.89,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,229.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,272.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,246.01,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,258.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,293.68,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),เสมียนพนักงาน พนักงานขายและให้บริการ,386.47,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานในกระบวนการผลิต,258.23,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,215.77,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,456.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,496.86,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,294.10,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,449.18,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,320.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,346.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,331.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,437.63,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,353.08,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,359.98,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,297.95,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,560.53,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,926.22,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานเกษตร,338.66,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานทั่วไป,388.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),เสมียนพนักงาน พนักงานขายและให้บริการ,483.73,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานในกระบวนการผลิต,453.60,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,335.22,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,578.82,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,335.93,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,816.94,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,1324.84,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,402.93,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,533.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานเกษตร,326.13,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานทั่วไป,397.28,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),เสมียนพนักงาน พนักงานขายและให้บริการ,733.88,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานในกระบวนการผลิต,486.99,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,415.04,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,473.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,390.02,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,598.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,358.98,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,600.87,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,967.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานเกษตร,398.02,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),คนงานทั่วไป,371.40,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),เสมียนพนักงาน พนักงานขายและให้บริการ,598.13,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ปฏิบัติงานในกระบวนการผลิต,427.52,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,344.08,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),รวมทั้งสิ้น,169.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,135.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,62.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,177.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,449.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,191.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),คนงานเกษตร,61.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),คนงานทั่วไป,160.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),เสมียนพนักงาน พนักงานขายและให้บริการ,140.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ปฏิบัติงานในกระบวนการผลิต,115.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เวชภัณฑ์และค่าตรวจรักษาพยาบาล),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,155.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
